id,name,terminalName,Y,longitude,installed,locked,installDate,temporary,available_bikes,empty_docks,total_docks
242,"Beaumont Street, Marylebone",3482,51.52200801,-0.151359288,TRUE,FALSE,1.28E+12,0,9,13,23
239,"Warren Street Station, Euston",1090,51.52443845,-0.138019439,TRUE,FALSE,1.28E+12,0,16,8,26
216,"Old Brompton Road, South Kensington",3479,51.49094565,-0.181190899,TRUE,FALSE,1.28E+12,1,7,23,30
240,"Colombo Street, Southwark",3472,51.50545935,-0.10569204,TRUE,FALSE,1.28E+12,0,8,7,15
238,"Frampton Street, Paddington",1099,51.5233534,-0.175116099,TRUE,FALSE,1.28E+12,0,0,32,32
244,"Earnshaw Street , Covent Garden",1145,51.51611887,-0.128585022,TRUE,FALSE,1.28E+12,0,12,5,18
243,"Gloucester Street, Pimlico",1103,51.49096258,-0.139625122,TRUE,FALSE,1.28E+12,0,5,19,25
245,"Grosvenor Road, Pimlico",1140,51.4853572,-0.142207481,TRUE,FALSE,1.28E+12,0,12,15,29
234,"Liverpool Road (N1 Centre), Angel",1081,51.53450449,-0.106992706,TRUE,FALSE,1.28E+12,0,0,24,24
237,"Vaughan Way, Wapping",3467,51.5084448,-0.067176443,TRUE,FALSE,1.28E+12,1,38,12,51
251,"Brushfield Street, Liverpool Street",1161,51.518908,-0.079249,TRUE,FALSE,1.28E+12,0,34,0,34
250,"Royal Avenue 1, Chelsea",3440,51.489932,-0.162727,TRUE,FALSE,1.28E+12,0,6,4,10
248,"Triangle Car Park, Hyde Park",1088,51.50645179,-0.170279555,TRUE,FALSE,1.28E+12,0,3,24,27
252,"Jubilee Gardens, South Bank",1111,51.5046364,-0.116542278,TRUE,FALSE,1.28E+12,0,5,25,30
254,"Chadwell Street, Angel",3471,51.53051587,-0.106408455,TRUE,FALSE,1.28E+12,0,1,17,18
249,"Harper Road, Borough",1137,51.49859784,-0.096191134,TRUE,FALSE,1.28E+12,0,26,14,42
255,"Clifton Road, Maida Vale",1147,51.52557531,-0.179592915,TRUE,FALSE,1.28E+12,0,1,21,22
246,"Berry Street, Clerkenwell",1159,51.52285301,-0.099994052,TRUE,FALSE,1.28E+12,0,34,3,41
256,"Houghton Street, Strand",3484,51.51362054,-0.116764211,TRUE,FALSE,1.28E+12,0,14,0,15
257,"Westminster University, Marylebone",1194,51.52248185,-0.154907218,TRUE,FALSE,1.28E+12,0,1,15,16
258,"Kensington Gore, Knightsbridge",1193,51.50143293,-0.178656971,TRUE,FALSE,1.28E+12,0,10,13,23
259,"Embankment (Horse Guards), Westminster",1180,51.50494561,-0.123247648,TRUE,FALSE,1.28E+12,0,9,19,29
260,"Broadwick Street, Soho",3489,51.5136846,-0.135580879,TRUE,FALSE,1.28E+12,0,15,3,18
261,"Princes Square, Bayswater",3491,51.5134891,-0.191351186,TRUE,FALSE,1.28E+12,0,0,15,16
262,"LSBU (Borough Road), Elephant &amp; Castle",1095,51.49874469,-0.103132904,TRUE,FALSE,1.28E+12,0,34,1,35
263,"St. Mary Axe, Aldgate",1184,51.51422502,-0.080660083,TRUE,FALSE,1.28E+12,0,18,3,21
264,"Tysoe Street, Clerkenwell",1146,51.52644342,-0.109256828,TRUE,FALSE,1.28E+12,0,11,6,20
265,"Southwick Street, Paddington",3490,51.51595344,-0.169249375,TRUE,FALSE,1.28E+12,0,0,17,17
266,"Queen's Gate (North), Kensington",1204,51.50102668,-0.180246101,TRUE,FALSE,1.28E+12,0,14,5,19
267,"Regency Street, Westminster",1155,51.49206037,-0.132224622,TRUE,FALSE,1.28E+12,0,2,19,22
268,"Belgrave Road, Victoria",1087,51.49320445,-0.144132875,TRUE,FALSE,1.28E+12,0,6,20,29
269,"Empire Square, The Borough",1209,51.50082346,-0.089740764,TRUE,FALSE,1.28E+12,0,38,7,46
275,"Barbican Centre, Barbican",1191,51.52004497,-0.092176447,TRUE,FALSE,1.28E+12,0,15,4,19
272,"Baylis Road, Waterloo",1133,51.50144456,-0.110699309,TRUE,FALSE,1.28E+12,0,2,16,18
274,"Warwick Road, Olympia",1134,51.49671237,-0.20528437,TRUE,FALSE,1.28E+12,0,0,36,36
276,"Lower Thames Street, Monument",1098,51.50930161,-0.084985356,TRUE,FALSE,1.28E+12,0,22,2,24
273,"Belvedere Road, South Bank",1186,51.50613324,-0.114686385,TRUE,FALSE,1.28E+12,0,2,37,39
288,"Elizabeth Bridge, Victoria",1138,51.49236962,-0.147478734,TRUE,FALSE,1.28E+12,0,28,6,34
277,"Kensington Church Street, Kensington",1143,51.50315739,-0.191496313,TRUE,FALSE,1.28E+12,0,0,17,17
278,"Tooley Street, Bermondsey",1142,51.5034938,-0.07962099,TRUE,FALSE,1.28E+12,0,15,1,17
279,"North Wharf Road, Paddington",1108,51.51862243,-0.176645823,TRUE,FALSE,1.28E+12,0,0,25,25
270,"Kennington Lane Rail Bridge, Vauxhall",1190,51.4863434,-0.122492418,TRUE,FALSE,1.28E+12,0,0,36,36
271,"London Zoo, Regents Park",1136,51.53583617,-0.156285395,TRUE,FALSE,1.28E+12,0,0,32,32
282,"Royal London Hospital, Whitechapel",1077,51.51906446,-0.059642081,TRUE,FALSE,1.28E+12,0,29,10,41
283,"Kingsway, Covent Garden",1141,51.51440928,-0.118478757,TRUE,FALSE,1.28E+12,0,10,6,16
284,"Lambeth North Station, Waterloo",1117,51.49914063,-0.112031483,TRUE,FALSE,1.28E+12,0,7,12,20
286,"St. John's Wood Road, St. John's Wood",1187,51.5272947,-0.174653609,TRUE,FALSE,1.28E+12,0,0,35,35
287,"Bedford Way, Bloomsbury",1156,51.52367314,-0.128377673,TRUE,FALSE,1.28E+12,0,15,5,23
289,"South Audley Street, Mayfair",3493,51.50923022,-0.151296092,TRUE,FALSE,1.28E+12,0,11,4,15
290,"Winsland Street, Paddington",3496,51.51678023,-0.175488803,TRUE,FALSE,1.28E+12,0,2,12,15
303,"Albert Gate, Hyde Park",1132,51.50295379,-0.158456089,TRUE,FALSE,1.28E+12,1,26,1,28
305,"Kennington Lane Tesco, Vauxhall",1168,51.48677988,-0.115853961,TRUE,FALSE,1.28E+12,0,13,2,15
404,"Palace Gate, Kensington Gardens",1110,51.50204238,-0.184400221,TRUE,FALSE,1.30E+12,0,6,6,16
408,"Paddington Green Police Station, Paddington",1129,51.51994326,-0.170704337,TRUE,FALSE,-1,0,5,35,40
405,"Gloucester Road Station, South Kensington",1107,51.49418566,-0.18267094,TRUE,FALSE,1.30E+12,0,0,15,15
354,"Northumberland Avenue, Strand",1097,51.506767,-0.123702,TRUE,FALSE,-1,1,25,10,36
326,"Graham Street, Angel",1131,51.53266186,-0.099981142,TRUE,FALSE,1.28E+12,0,18,7,26
304,"Cumberland Gate, Hyde Park",1149,51.51211869,-0.16209757,TRUE,FALSE,1.28E+12,1,0,16,20
301,"Marylebone Lane, Marylebone",1152,51.51475963,-0.148105415,TRUE,FALSE,1.28E+12,0,15,9,24
295,"Swan Street, The Borough",1216,51.50029631,-0.092762704,TRUE,FALSE,1.28E+12,1,14,11,27
297,"Geraldine Street, Elephant &amp; Castle",3498,51.49612799,-0.106000855,TRUE,FALSE,1.28E+12,0,2,15,17
292,"Montpelier Street, Knightsbridge",1206,51.49888404,-0.165471605,TRUE,FALSE,1.28E+12,0,16,0,16
294,"St. George's Square, Pimlico",1195,51.488226,-0.135635511,TRUE,FALSE,1.28E+12,0,4,12,16
293,"Kensington Olympia Station, Olympia",1214,51.49815779,-0.209494128,TRUE,FALSE,1.28E+12,0,0,25,25
339,"Risinghill Street, Angel",1127,51.5333196,-0.111781191,TRUE,FALSE,1.28E+12,0,1,24,25
296,"Knaresborough Place, Earl's Court",1215,51.49363156,-0.190603326,TRUE,FALSE,1.28E+12,0,3,14,18
291,"Claverton Street, Pimlico",1135,51.48483991,-0.138089062,TRUE,FALSE,1.28E+12,0,20,12,32
337,"Pembridge Villas, Notting Hill",2589,51.51108452,-0.197524944,TRUE,FALSE,1.28E+12,0,2,14,16
306,"Rathbone Street, Fitzrovia ",3497,51.51816295,-0.135025698,TRUE,FALSE,1.28E+12,0,7,9,16
327,"New North Road 1, Hoxton",1128,51.53114,-0.086016,TRUE,FALSE,1.28E+12,0,6,16,22
298,"Curlew Street, Shad Thames",1213,51.50227992,-0.074189225,TRUE,FALSE,1.28E+12,1,1,19,21
299,"Vincent Square, Westminster",1196,51.49398524,-0.136928582,TRUE,FALSE,1.28E+12,0,7,10,19
300,"Serpentine Car Park, Hyde Park",1217,51.50501351,-0.172729559,TRUE,FALSE,1.28E+12,1,3,13,16
324,"Ontario Street, Elephant &amp; Castle",1200,51.49652013,-0.101384068,TRUE,FALSE,1.28E+12,0,15,0,15
309,"Embankment (Savoy), Strand",1192,51.50963123,-0.119047563,TRUE,FALSE,1.28E+12,0,34,8,42
307,"Black Lion Gate, Kensington Gardens",1157,51.50990837,-0.187842717,TRUE,FALSE,1.28E+12,0,2,19,24
308,"Long Lane , Bermondsey",1189,51.49907558,-0.085666316,TRUE,FALSE,1.28E+12,0,0,20,20
310,"Black Prince Road, Vauxhall",1205,51.4908679,-0.116911864,TRUE,FALSE,1.28E+12,0,13,6,19
311,"Foley Street, Fitzrovia",3494,51.51918144,-0.140485596,TRUE,FALSE,1.28E+12,0,22,2,24
312,"Grove End Road, St. John's Wood",1130,51.53088935,-0.176770502,TRUE,FALSE,1.28E+12,0,0,18,20
313,"Wells Street, Fitzrovia ",3495,51.51734403,-0.138072691,TRUE,FALSE,1.28E+12,0,38,0,38
318,"Sackville Street, Mayfair",1197,51.51004801,-0.138846453,TRUE,FALSE,1.28E+12,0,17,0,18
317,"Dickens Square, Borough",1208,51.49679128,-0.093913472,TRUE,FALSE,1.28E+12,0,13,19,32
315,"The Tennis Courts, Regent's Park",1199,51.52536703,-0.153463612,TRUE,FALSE,1.28E+12,0,4,11,16
314,"Tyers Gate, Bermondsey",3485,51.50088934,-0.083159352,TRUE,FALSE,1.28E+12,0,21,14,36
319,"Baldwin Street, St. Luke's",3500,51.52702563,-0.088542771,TRUE,FALSE,1.28E+12,0,14,7,21
320,"Queen Mother Sports Centre, Victoria",1148,51.49357351,-0.139956043,TRUE,FALSE,1.28E+12,0,4,21,26
321,"Bermondsey Street, Bermondsey",2637,51.49785559,-0.081608045,TRUE,FALSE,1.28E+12,0,3,21,24
322,"Palissy Street, Shoreditch",3502,51.526293,-0.073955,TRUE,FALSE,1.28E+12,0,10,16,26
323,"Clifton Street, Shoreditch",3501,51.523196,-0.083067,TRUE,FALSE,1.28E+12,0,23,1,24
325,"St. Martin's Street, West End",1158,51.50908747,-0.129697889,TRUE,FALSE,1.28E+12,0,15,3,18
334,"Concert Hall Approach 1, South Bank",2635,51.505044,-0.115851,TRUE,FALSE,1.28E+12,0,1,9,10
333,"Palace Gardens Terrace, Notting Hill",2633,51.50860544,-0.193764092,TRUE,FALSE,1.28E+12,0,0,36,37
328,"New North Road 2, Hoxton",2641,51.53095,-0.085603,TRUE,FALSE,1.28E+12,0,5,17,22
329,"Prince Albert Road, Regent's Park",2636,51.53589283,-0.160854428,TRUE,FALSE,1.28E+12,0,0,24,24
340,"Bank of England Museum, Bank",1201,51.51444134,-0.087587447,TRUE,FALSE,1.28E+12,0,13,2,16
330,"Eastbourne Mews, Paddington",1203,51.51641749,-0.179135079,TRUE,FALSE,1.28E+12,0,2,32,34
343,"Gloucester Slips Car Park, Regent's Park",1188,51.53692216,-0.150181444,TRUE,FALSE,1.28E+12,0,0,36,36
336,"Concert Hall Approach 2, South Bank",1212,51.504942,-0.115533,TRUE,FALSE,1.28E+12,0,0,17,18
332,"Nevern Place, Earl's Court",1210,51.49334336,-0.194757949,TRUE,FALSE,1.28E+12,0,0,20,20
335,"Tavistock Street, Covent Garden",1207,51.51196803,-0.120718759,TRUE,FALSE,1.28E+12,0,33,0,33
338,"Wellington Street , Strand",1202,51.51175646,-0.119643424,TRUE,FALSE,1.28E+12,0,13,0,15
331,"Bunhill Row, Moorgate",1211,51.52085887,-0.089887855,TRUE,FALSE,1.28E+12,1,22,5,30
345,"Flood Street, Chelsea",1218,51.48802358,-0.166878535,TRUE,FALSE,1.28E+12,0,5,11,18
347,"Lower Marsh, Waterloo",1219,51.50013942,-0.113936001,TRUE,FALSE,1.28E+12,0,5,12,17
366,"Millennium Hotel, Mayfair",1230,51.5109193,-0.151126385,TRUE,FALSE,1.29E+12,0,13,14,27
349,"St. George Street, Mayfair",1221,51.51196,-0.142783033,TRUE,FALSE,1.28E+12,0,17,0,18
351,"Macclesfield Rd, St Lukes",1226,51.529423,-0.097122,TRUE,FALSE,1.29E+12,0,0,28,28
344,"Goswell Road (City Uni), Finsbury",1222,51.528246,-0.10102611,TRUE,FALSE,1.28E+12,0,8,5,17
352,"Vauxhall Street, Vauxhall",1224,51.486965,-0.116625,TRUE,FALSE,1.29E+12,0,7,12,19
350,"Queen's Gate, Kensington Gardens",1231,51.50171544,-0.179854184,TRUE,FALSE,1.29E+12,0,5,15,21
341,"Craven Street, Strand",1160,51.50810309,-0.12602103,TRUE,FALSE,1.28E+12,0,4,18,23
368,"Harriet Street, Knightsbridge",2681,51.50024195,-0.15934065,TRUE,FALSE,1.29E+12,0,25,0,25
358,"High Holborn , Covent Garden",1229,51.51643491,-0.124332175,TRUE,FALSE,1.29E+12,0,16,0,17
353,"Greycoat Street , Westminster",10623,51.49459148,-0.134234258,TRUE,FALSE,1.29E+12,0,10,5,17
355,"Oval Way, Lambeth",2694,51.486575,-0.117286,TRUE,FALSE,1.29E+12,0,14,7,21
348,"Grosvenor Square, Mayfair",10627,51.51217033,-0.150481272,TRUE,FALSE,1.28E+12,0,17,0,17
389,"Upper Grosvenor Street, Mayfair",10621,51.51013066,-0.155757901,TRUE,FALSE,1.30E+12,0,6,12,18
356,"South Kensington Station, South Kensington",2685,51.494412,-0.173881,TRUE,FALSE,1.29E+12,0,10,3,15
357,"Howland Street, Fitzrovia",2691,51.520994,-0.139016,TRUE,FALSE,1.29E+12,0,26,1,30
359,"Butler Place, Westminster",2662,51.49782999,-0.135440826,TRUE,FALSE,1.29E+12,0,11,5,18
365,"City Road, Angel",2690,51.530344,-0.100168,TRUE,FALSE,1.29E+12,0,4,43,47
360,"Howick Place, Westminster",2666,51.49675303,-0.138733562,TRUE,FALSE,1.29E+12,0,22,4,28
361,"Waterloo Station 2, Waterloo",2692,51.50391972,-0.11342628,TRUE,FALSE,1.29E+12,0,0,54,55
362,"Royal College Street, Camden Town",2686,51.536264,-0.133952,TRUE,FALSE,1.29E+12,0,0,54,57
363,"Lord's, St. John's Wood",2665,51.5291212,-0.171185285,TRUE,FALSE,1.29E+12,0,1,22,24
364,"Alfred Place, Bloomsbury",3507,51.519656,-0.132339,TRUE,FALSE,1.29E+12,0,37,4,41
370,"Paddington Green, Paddington",2670,51.520205,-0.174593,TRUE,FALSE,1.29E+12,0,1,19,20
369,"Victoria Embankment, Temple",3503,51.511156,-0.107481,TRUE,FALSE,1.29E+12,0,16,2,20
374,"Waterloo Station 1, Waterloo",2696,51.50402793,-0.11386435,TRUE,FALSE,1.29E+12,0,0,36,36
367,"Harrowby Street, Marylebone",2680,51.5173721,-0.1642075,TRUE,FALSE,-1,0,0,16,16
371,"King Edward Walk, Waterloo",2639,51.49775,-0.10988,TRUE,FALSE,1.29E+12,0,3,19,22
373,"Prince Consort Road, Knightsbridge",3499,51.49980661,-0.176415994,TRUE,FALSE,1.30E+12,0,9,7,18
372,"Sardinia Street, Holborn",2649,51.515208,-0.117863,TRUE,FALSE,1.29E+12,0,19,3,24
377,"Waterloo Bridge, South Bank",2648,51.50535447,-0.113656543,TRUE,FALSE,1.30E+12,0,1,13,15
375,"Kensington Town Hall, Kensington",10632,51.50194596,-0.194392952,TRUE,FALSE,1.29E+12,0,0,18,18
401,"Columbia Road, Weavers",2701,51.528187,-0.075375,TRUE,FALSE,1.30E+12,0,3,21,24
387,"Fire Brigade Pier, Vauxhall",2703,51.49369988,-0.121394101,TRUE,FALSE,1.30E+12,0,8,22,30
403,"George Place Mews, Marylebone",10630,51.51689296,-0.158249929,TRUE,FALSE,1.30E+12,0,1,15,16
398,"Holland Walk, Kensington",10631,51.502319,-0.200742,TRUE,FALSE,1.30E+12,0,0,30,30
376,"Millbank House, Pimlico",2683,51.49188409,-0.125674815,TRUE,FALSE,1.29E+12,0,23,0,24
378,"Natural History Museum, South Kensington",2677,51.49559291,-0.179077626,TRUE,FALSE,1.30E+12,0,16,24,42
379,"Turquoise Island, Notting Hill",2682,51.51431171,-0.200838199,TRUE,FALSE,1.30E+12,0,1,17,21
380,"Stanhope Gate, Mayfair",3506,51.50686435,-0.150666888,TRUE,FALSE,1.30E+12,0,21,0,21
393,"Snow Hill, Farringdon",2699,51.51733427,-0.103604248,TRUE,FALSE,1.30E+12,0,11,2,15
382,"Farm Street, Mayfair",2678,51.50935171,-0.14744969,TRUE,FALSE,1.30E+12,0,15,0,15
383,"Frith Street, Soho",2660,51.51310333,-0.13121385,TRUE,FALSE,1.30E+12,0,14,3,18
386,"Moor Street, Soho",3504,51.51352755,-0.130110822,TRUE,FALSE,1.30E+12,0,13,1,15
394,"Aberdeen Place, St. John's Wood",2698,51.524826,-0.176268,TRUE,FALSE,-1,0,0,17,18
402,"Penfold Street, Marylebone",10625,51.52289229,-0.171681991,TRUE,FALSE,1.30E+12,0,0,14,15
406,"Speakers' Corner 2, Hyde Park",10633,51.512303,-0.159988,TRUE,FALSE,1.30E+12,1,2,20,25
381,"Charlotte Street, Fitzrovia",2669,51.51953043,-0.13577731,TRUE,FALSE,1.30E+12,0,10,3,14
384,"Marloes Road, Kensington",3505,51.496481,-0.192404,TRUE,FALSE,1.30E+12,0,1,14,15
388,"Southampton Street, Strand",1228,51.51070161,-0.121723604,TRUE,FALSE,1.30E+12,0,8,2,14
390,"Buxton Street 1, Bangla Town",1223,51.521776,-0.068856,TRUE,FALSE,1.30E+12,0,0,41,41
392,"Imperial College, Knightsbridge",1220,51.49942855,-0.179702476,TRUE,FALSE,1.30E+12,0,18,3,21
391,"Clifford Street, Mayfair",2688,51.51066202,-0.142345694,TRUE,FALSE,1.30E+12,0,26,1,27
411,"Walworth Road, Southwark",10629,51.49337264,-0.09968067,TRUE,FALSE,-1,0,9,21,30
395,"Cadogan Gardens, Sloane Square",2695,51.492462,-0.159919,TRUE,FALSE,1.30E+12,0,7,7,15
409,"Strata, Southwark",10624,51.493146,-0.099828,TRUE,FALSE,-1,0,1,20,21
396,"Shouldham Street, Marylebone",2693,51.51809,-0.163609,TRUE,FALSE,1.30E+12,0,0,16,16
397,"Devonshire Terrace, Bayswater",1227,51.51348,-0.17977,TRUE,FALSE,1.30E+12,0,0,15,16
399,"Brick Lane Market, Shoreditch",2687,51.52261762,-0.071653961,TRUE,FALSE,1.30E+12,0,3,21,24
400,"George Street, Marylebone",1225,51.517703,-0.154106,TRUE,FALSE,1.30E+12,0,22,4,27
412,"Cleaver Street, Kennington",10628,51.488105,-0.110121,TRUE,FALSE,1.30E+12,0,0,16,17
316,"Cardinal Place, Victoria",968,51.49768448,-0.141943703,TRUE,FALSE,1.28E+12,0,11,11,24
419,"Chelsea Bridge, Pimlico",22160,51.485821,-0.149004,TRUE,FALSE,1.31E+12,0,0,14,15
424,"Ebury Bridge, Pimlico",22159,51.490491,-0.149186,TRUE,FALSE,1.32E+12,0,19,10,29
432,"Exhibition Road Museums, Knightsbridge",22158,51.496957,-0.173894,TRUE,FALSE,1.32E+12,0,19,2,22
426,"Vincent Street, Pimlico",22161,51.493072,-0.129925,TRUE,FALSE,1.31E+12,0,9,7,17
420,"Southwark Station 1, Southwark",22162,51.504043,-0.105312,TRUE,FALSE,1.31E+12,0,17,19,37
421,"Southwark Station 2, Southwark",22163,51.504044,-0.104778,TRUE,FALSE,1.31E+12,0,21,23,45
423,"Eaton Square (South), Belgravia",22164,51.49456127,-0.15393398,TRUE,FALSE,1.31E+12,0,27,4,31
448,"Fishermans Walk West, Canary Wharf",22165,51.50623,-0.02296,TRUE,FALSE,1.33E+12,0,32,1,36
483,"Albert Gardens, Stepney",22166,51.51328,-0.047784,TRUE,FALSE,1.33E+12,0,2,31,33
473,"Millharbour, Millwall",22167,51.496137,-0.019355,TRUE,FALSE,1.33E+12,0,11,7,19
433,"Wren Street, Holborn",22169,51.524564,-0.116279,TRUE,FALSE,1.32E+12,0,29,3,33
435,"Kennington Station, Kennington",22170,51.488852,-0.105593,TRUE,FALSE,1.32E+12,0,3,18,23
436,"Red Lion Street, Holborn",22171,51.51824,-0.11655,TRUE,FALSE,1.32E+12,0,30,4,36
484,"Bromley High Street, Bromley",22172,51.528828,-0.013258,TRUE,FALSE,1.33E+12,0,12,12,24
485,"Old Ford Road, Bethnal Green",22173,51.531127,-0.048017,TRUE,FALSE,1.33E+12,0,4,18,24
486,"Granby Street, Shoreditch",22174,51.525645,-0.069543,TRUE,FALSE,1.33E+12,0,0,35,37
487,"Canton Street, Poplar",22175,51.511811,-0.025626,TRUE,FALSE,1.33E+12,0,2,20,23
488,"Reardon Street, Wapping",22176,51.506946,-0.058681,TRUE,FALSE,1.33E+12,0,3,18,22
489,"Christian Street, Whitechapel",22177,51.513074,-0.064094,TRUE,FALSE,1.33E+12,0,1,31,34
428,"Exhibition Road, South Kensington",22179,51.499917,-0.174554,TRUE,FALSE,1.32E+12,0,13,5,20
427,"Cheapside, Bank",22180,51.51397065,-0.09294031,TRUE,FALSE,1.31E+12,0,25,15,43
425,"Harrington Square 2, Camden Town",22181,51.533379,-0.139159,TRUE,FALSE,1.31E+12,0,19,18,38
430,"South Parade, Chelsea",22182,51.48902,-0.17524,TRUE,FALSE,1.32E+12,0,11,7,18
431,"Crinan Street, King's Cross",22183,51.534474,-0.122203,TRUE,FALSE,1.32E+12,0,12,7,20
437,"Vauxhall Walk, Vauxhall",200056,51.488124,-0.120903,TRUE,FALSE,1.33E+12,0,2,25,27
439,"Killick Street, Kings Cross",200053,51.5338,-0.118677,TRUE,FALSE,1.33E+12,0,8,14,22
440,"Kennington Oval, Oval",200032,51.483145,-0.113134,TRUE,FALSE,1.33E+12,0,6,26,33
441,"Sail Street, Vauxhall",200039,51.495656,-0.114605,TRUE,FALSE,1.33E+12,0,5,19,24
450,"Jubilee Street, Stepney",200002,51.515975,-0.053177,TRUE,FALSE,1.33E+12,0,0,28,28
451,"Hermitage Court, Wapping",200021,51.504719,-0.063531,TRUE,FALSE,1.33E+12,0,5,11,16
454,"Napier Avenue, Millwall",200046,51.487679,-0.021582,TRUE,FALSE,1.33E+12,0,7,12,20
458,"Wapping Lane 2, Wapping",200034,51.504749,-0.057544,TRUE,FALSE,1.33E+12,0,7,21,28
447,"Jubilee Crescent, Cubitt Town",200054,51.493381,-0.007542,TRUE,FALSE,1.33E+12,0,14,40,54
446,"York Hall, Bethnal Green",200042,51.528936,-0.055894,TRUE,FALSE,1.33E+12,0,19,6,27
459,"Gun Makers Lane, Old Ford",200014,51.535179,-0.03338,TRUE,FALSE,-1,0,1,14,17
444,"Bethnal Green Gardens, Bethnal Green",200047,51.52568,-0.055312,TRUE,FALSE,1.33E+12,0,16,8,24
445,"Cheshire Street, Bethnal Green",200003,51.52388,-0.065076,TRUE,FALSE,1.33E+12,0,0,28,28
443,"Philpot Street, Whitechapel",200033,51.515256,-0.058641,TRUE,FALSE,1.33E+12,0,9,21,30
442,"Walmer Road, Notting Hill",200035,51.510101,-0.211358,TRUE,FALSE,1.33E+12,0,7,17,24
449,"Shadwell Station, Shadwell",200020,51.511088,-0.057159,TRUE,FALSE,1.33E+12,0,1,34,35
452,"St Katharines Way, Tower",200049,51.505697,-0.070542,TRUE,FALSE,1.33E+12,0,8,16,24
453,"Garnet Street, Shadwell",200045,51.508447,-0.055167,TRUE,FALSE,1.33E+12,0,0,24,24
455,"East Ferry Road, Cubitt Town",200031,51.49447,-0.014409,TRUE,FALSE,1.33E+12,0,8,9,17
456,"Parkway, Camden Town",200118,51.538071,-0.144664,TRUE,FALSE,1.33E+12,0,18,15,33
457,"Castlehaven Road, Camden Town",200016,51.542138,-0.145393,TRUE,FALSE,1.33E+12,0,8,18,29
460,"Burdett Road, Mile End",200123,51.516196,-0.029138,TRUE,FALSE,1.33E+12,0,22,10,33
461,"Aston Street, Stepney",200013,51.516,-0.038775,TRUE,FALSE,1.33E+12,0,7,19,26
462,"Bonny Street, Camden Town",200105,51.541603,-0.138853,TRUE,FALSE,1.33E+12,1,0,44,45
463,"Thurtle Road, Haggerston",200093,51.534776,-0.071881,TRUE,FALSE,-1,0,1,21,22
464,"St. Mary and St. Michael Church, Stepney",200082,51.51417,-0.052099,TRUE,FALSE,1.33E+12,0,0,25,25
465,"Pitfield Street (North),Hoxton",200152,51.53558,-0.08249,TRUE,FALSE,1.33E+12,0,0,26,28
466,"Whiston Road, Haggerston",200158,51.534464,-0.076341,TRUE,FALSE,1.33E+12,0,0,21,21
467,"Southern Grove, Bow",200168,51.523538,-0.030556,TRUE,FALSE,1.33E+12,0,5,12,17
468,"Cantrell Road, Bow",200150,51.521564,-0.022694,TRUE,FALSE,1.33E+12,0,4,20,24
470,"Mostyn Grove, Bow",200174,51.530535,-0.025492,TRUE,FALSE,1.33E+12,0,21,25,46
471,"Hewison Street, Old Ford",200006,51.533283,-0.028155,TRUE,FALSE,1.33E+12,0,0,18,19
472,"Malmesbury Road, Bow",200019,51.529452,-0.027616,TRUE,FALSE,1.33E+12,0,7,14,21
474,"Castalia Square, Cubitt Town",200155,51.498125,-0.011457,TRUE,FALSE,1.33E+12,1,8,30,39
475,"Lightermans Road, Millwall",200004,51.499041,-0.020157,TRUE,FALSE,1.33E+12,1,38,17,57
477,"Spindrift Avenue, Millwall",200018,51.49109,-0.018716,TRUE,FALSE,1.33E+12,0,10,25,36
479,"Pott Street, Bethnal Green",200156,51.527152,-0.058005,TRUE,FALSE,1.33E+12,0,2,16,20
478,"Stepney Green Station, Stepney",200012,51.521889,-0.04667,TRUE,FALSE,1.33E+12,0,6,12,18
476,"Stebondale Street, Cubitt Town",200009,51.489096,-0.009205,TRUE,FALSE,1.33E+12,0,12,17,29
480,"Flamborough Street, Limehouse",200115,51.5128711,-0.0389866,TRUE,FALSE,1.33E+12,0,1,24,25
490,"Pennington Street, Wapping",200090,51.508622,-0.065006,TRUE,FALSE,-1,0,20,25,45
482,"Thornfield House, Poplar",200052,51.509843,-0.02377,TRUE,FALSE,1.33E+12,0,24,1,26
481,"Saunders Ness Road, Cubitt Town",200022,51.487129,-0.009001,TRUE,FALSE,1.33E+12,0,17,18,35
491,"Queen Marys, Mile End",200249,51.522507,-0.041378,TRUE,FALSE,1.33E+12,0,37,8,45
494,"South Quay East, Canary Wharf",200233,51.50196,-0.016251,TRUE,FALSE,1.33E+12,0,20,16,36
492,"The Green Bridge, Mile End",200230,51.524677,-0.03562,TRUE,FALSE,1.33E+12,0,50,13,63
495,"Bow Church Station, Bow",200252,51.528169,-0.018703,TRUE,FALSE,1.33E+12,0,18,20,39
497,"Coborn Street, Mile End",200242,51.526535,-0.028619,TRUE,FALSE,1.33E+12,0,23,4,27
498,"Bow Road Station, Bow",200251,51.527058,-0.025296,TRUE,FALSE,1.33E+12,0,33,8,42
499,"Furze Green, Bow",200011,51.519265,-0.021345,TRUE,FALSE,1.33E+12,0,5,30,36
496,"Devons Road, Bow",200255,51.52512,-0.015578,TRUE,FALSE,1.33E+12,0,8,30,39
503,"Cleveland Way, Bethnal Green",200250,51.520893,-0.051394,TRUE,FALSE,1.33E+12,0,17,19,36
502,"South Quay West, Canary Wharf",200241,51.502635,-0.022702,TRUE,FALSE,1.33E+12,0,35,24,60
501,"Cephas Street, Bethnal Green",200073,51.522561,-0.054883,TRUE,FALSE,1.33E+12,0,10,13,24
